ML1G000200	KOG4535
ML3G220600	KOG2712
ML3G220900	KOG2674
ML3G221100	KOG0656
ML3G221300	KOG1489
ML3G221600	KOG2068
ML3G223400	KOG1462
ML3G223600	KOG0393
ML3G223800	KOG2590
ML3G224000	KOG4467
ML3G224100	KOG1950
ML3G224300	KOG2130
ML3G225700	KOG1187
ML3G226000	KOG1187
ML3G226200	KOG0027
ML3G226500	KOG1549
ML3G226700	KOG1030
ML3G226900	KOG1187
ML3G227200	KOG1187
ML3G227400	KOG0014
ML3G228700	KOG0242
ML3G228800	KOG1187
ML3G229100	KOG1187
ML3G229400	KOG0483
ML3G229500	KOG1191
ML3G229900	KOG4498
ML3G230000	KOG4498
ML3G230200	KOG4204
ML3G230400	KOG1209
ML3G230500	KOG1751
ML3G230600	KOG2486
ML3G231700	KOG2614
ML3G231800	KOG4569
ML3G231900	KOG0198
ML3G232400	KOG1457
ML3G232600	KOG2112
ML3G232700	KOG1471
ML3G233000	KOG2335
ML3G233100	KOG1476
ML3G233200	KOG1543
ML3G233300	KOG1688
ML3G233400	KOG0656
ML3G233500	KOG3001
ML3G233900	KOG1021
ML3G235000	KOG1454
ML3G235000	KOG4178
ML3G235700	KOG4332
ML3G236200	KOG1339
ML3G236800	KOG0157
ML3G237200	KOG4412
ML3G237500	KOG1430
ML3G238100	KOG0656
ML3G238300	KOG1187
ML3G238400	KOG0156
ML3G238600	KOG3126
ML3G238700	KOG3401
ML3G239000	KOG1427
ML3G239100	KOG0635
ML3G239600	KOG0156
ML3G239900	KOG2436
ML3G240300	KOG4748
ML3G241500	KOG1187
ML3G241800	KOG0032
ML3G242100	KOG0513
ML3G242900	KOG0804
ML3G243000	KOG0198
ML3G243200	KOG4315
ML3G243900	KOG0583
ML3G244200	KOG1454
ML3G244700	KOG4249
ML3G244800	KOG0266
ML3G244800	KOG0271
ML3G245000	KOG1187
ML3G245100	KOG0907
ML3G245200	KOG4563
ML3G245300	KOG0761
ML3G246000	KOG0143
ML3G246500	KOG0656
ML3G247000	KOG1703
ML3G247300	KOG2913
ML3G247400	KOG4172
ML3G247500	KOG1187
ML3G247600	KOG2966
ML3G247700	KOG4658
ML3G248000	KOG3061
ML3G248200	KOG1619
ML3G248400	KOG1187
ML3G248600	KOG1187
ML3G248900	KOG0143
ML3G249000	KOG0143
ML3G249100	KOG0143
ML3G249300	KOG0186
ML3G249800	KOG1339
ML3G250100	KOG4559
ML3G250400	KOG4655
ML3G250600	KOG1584
ML3G251200	KOG1715
ML3G252200	KOG0355
ML3G252600	KOG1663
ML3G253000	KOG1187
ML3G253100	KOG0692
ML3G253700	KOG1273
ML3G254600	KOG1187
ML3G254700	KOG0235
ML3G254800	KOG1018
ML3G254900	KOG1187
ML3G255400	KOG0029
ML3G255500	KOG0029
ML3G255600	KOG1267
ML3G255800	KOG2624
ML3G255900	KOG4282
ML3G256100	KOG0589
ML3G256200	KOG1339
ML3G256300	KOG0157
ML3G256400	KOG0235
ML3G256500	KOG1339
ML3G256600	KOG0682
ML3G257000	KOG0223
ML3G257200	KOG0014
ML3G257500	KOG1760
ML3G257600	KOG1801
ML3G257900	KOG1187
ML3G258000	KOG3142
ML3G258100	KOG4412
ML3G258600	KOG4712
ML3G259700	KOG0340
ML3G259700	KOG0342
ML3G260200	KOG2810
ML3G260800	KOG1187
ML3G262400	KOG1444
ML3G264100	KOG0698
ML3G264200	KOG1653
ML3G264400	KOG2889
ML3G264500	KOG1871
ML3G264600	KOG0698
ML3G265000	KOG1947
ML3G265200	KOG0374
ML3G266500	KOG3195
ML3G266800	KOG1950
ML3G267000	KOG1950
ML3G267100	KOG3369
ML3G267200	KOG2355
ML3G267300	KOG0070
ML3G267600	KOG4755
ML3G267700	KOG3454
ML3G267800	KOG4780
ML3G268000	KOG0717
ML3G269600	KOG2687
ML3G269800	KOG2615
ML3G270800	KOG4302
ML3G271000	KOG1515
ML3G271500	KOG1584
ML3G272000	KOG0975
ML3G272100	KOG3213
ML3G272400	KOG0542
ML3G272800	KOG0390
ML3G273100	KOG3219
ML3G273500	KOG0879
ML3G273700	KOG0907
ML3G274000	KOG4282
ML3G274100	KOG1339
ML3G274400	KOG2024
ML3G274600	KOG2326
ML3G274800	KOG1001
ML3G275600	KOG0296
ML3G276000	KOG1634
ML3G276100	KOG0296
ML3G276400	KOG1339
ML3G276600	KOG1752
ML3G276700	KOG1030
ML3G276800	KOG1377
ML3G276900	KOG4287
ML3G277000	KOG1082
ML3G277100	KOG0143
ML3G277200	KOG1465
ML3G277300	KOG3218
ML3G277400	KOG0240
ML3G277700	KOG4293
ML3G277800	KOG0819
ML3G278000	KOG0819
ML3G278100	KOG0819
ML3G278200	KOG1134
ML3G278300	KOG4149
ML3G278400	KOG1347
ML3G279500	KOG1187
ML3G279600	KOG0265
ML3G279700	KOG1515
ML3G280200	KOG2787
ML3G280700	KOG2711
ML3G281000	KOG4607
ML3G281300	KOG1454
ML3G281600	KOG0014
ML3G281900	KOG3235
ML3G282300	KOG4658
ML3G283200	KOG4658
ML3G283300	KOG1569
ML3G283700	KOG1502
ML3G283800	KOG1502
ML3G283900	KOG1502
ML3G284100	KOG1752
ML3G284300	KOG2880
ML3G284700	KOG1269
ML3G284800	KOG1187
ML3G285300	KOG1271
ML3G285600	KOG0254
ML3G286000	KOG0543
ML3G286100	KOG1877
ML3G286200	KOG2335
ML3G286500	KOG1285
ML3G286600	KOG1595
ML3G286700	KOG1347
ML3G286900	KOG0048
ML3G287100	KOG1005
ML3G288400	KOG1187
ML3G289000	KOG3131
ML3G289300	KOG1493
ML3G289400	KOG0198
ML3G289500	KOG0198
ML3G289800	KOG4280
ML3G290200	KOG1947
ML3G290800	KOG3702
ML3G290900	KOG3173
ML3G291000	KOG3173
ML3G291800	KOG1339
ML3G292200	KOG0893
ML3G292500	KOG4579
ML3G292700	KOG0087
ML3G293000	KOG1187
ML3G293300	KOG0869
ML3G295100	KOG0143
ML3G295200	KOG4579
ML3G295400	KOG0715
ML3G295500	KOG4579
ML3G295800	KOG0131
ML3G295900	KOG4660
ML3G296300	KOG1527
ML3G296500	KOG1989
ML3G297200	KOG4675
ML3G297300	KOG2614
ML3G297600	KOG0850
ML3G297800	KOG2154
ML3G297900	KOG4172
ML3G298000	KOG4172
ML3G298700	KOG1246
ML3G300400	KOG2932
ML3G300600	KOG2166
ML3G303800	KOG3303
ML3G304400	KOG1176
ML3G304700	KOG1249
ML3G304800	KOG4830
ML3G305200	KOG2499
ML3G305800	KOG2638
ML3G306700	KOG1339
ML3G306800	KOG1339
ML3G306900	KOG1339
ML3G307000	KOG1339
ML3G307100	KOG1339
ML3G307200	KOG0406
ML3G307500	KOG1339
ML3G307600	KOG1339
ML3G307700	KOG1339
ML3G307900	KOG0406
ML3G308000	KOG0594
ML3G308100	KOG0594
ML3G308300	KOG0594
ML3G308500	KOG4422
ML3G308600	KOG0156
ML3G308800	KOG1339
ML3G308900	KOG2460
ML3G309000	KOG4658
ML3G309300	KOG0594
ML3G309600	KOG2711
ML3G309700	KOG0594
ML3G309800	KOG0725
ML3G310700	KOG0594
ML3G310800	KOG0594
ML3G311200	KOG2035
ML3G311800	KOG1493
ML3G313000	KOG4172
ML3G313200	KOG0157
ML3G313500	KOG1187
ML3G313800	KOG1380
ML3G313900	KOG1448
ML3G314000	KOG2958
ML3G314300	KOG0798
ML3G314800	KOG3079
ML3G314900	KOG2914
ML3G315400	KOG3173
ML3G315600	KOG0094
ML3G315700	KOG1748
ML3G315900	KOG4273
ML3G316000	KOG1641
ML3G316300	KOG2837
ML3G316400	KOG1758
ML3G316800	KOG0390
ML3G316900	KOG0401
ML3G317000	KOG0401
ML3G317200	KOG0401
ML3G317300	KOG0401
ML3G317500	KOG1546
ML3G317600	KOG0402
ML3G317800	KOG3092
ML3G317900	KOG0157
ML3G318000	KOG0117
ML3G318200	KOG1674
ML3G318400	KOG3142
ML3G318600	KOG3142
ML3G318700	KOG2516
ML3G319500	KOG0888
ML3G319600	KOG2998
ML3G319700	KOG2392
ML3G320600	KOG2392
ML3G320700	KOG2392
ML3G321600	KOG0417
ML3G321700	KOG1629
ML3G321800	KOG1629
ML3G321900	KOG1629
ML3G322200	KOG1629
ML3G323100	KOG0143
ML3G323200	KOG2945
ML3G323500	KOG4569
ML3G323700	KOG4569
ML3G323800	KOG1032
ML3G324300	KOG3250
ML3G325200	KOG2541
ML3G325400	KOG4646
ML3G325500	KOG1286
ML3G325600	KOG0544
ML3G325700	KOG1719
ML3G325900	KOG3380
ML3G326000	KOG0483
ML3G326100	KOG2192
ML3G326700	KOG0978
ML3G326900	KOG0143
ML3G327100	KOG1285
ML3G327200	KOG2196
ML3G327300	KOG1192
ML3G327500	KOG1684
ML3G328200	KOG1176
ML3G328900	KOG1947
ML3G329100	KOG1549
ML3G329200	KOG1674
ML3G329900	KOG1161
ML3G330300	KOG1161
ML3G330800	KOG0439
ML3G331300	KOG4832
ML3G331500	KOG0439
ML3G331900	KOG3208
ML3G333400	KOG2964
ML3G333600	KOG2707
ML3G333700	KOG1434
ML3G334100	KOG1371
ML3G334300	KOG0400
ML3G334400	KOG1315
ML3G334600	KOG1502
ML3G334800	KOG1502
ML3G334900	KOG1502
ML3G335100	KOG2096
ML3G335200	KOG0544
ML3G335300	KOG2326
ML3G335400	KOG0179
ML3G335500	KOG2729
ML3G335600	KOG0143
ML3G336200	KOG0027
ML3G336400	KOG0240
ML3G336600	KOG0884
ML3G337000	KOG2505
ML3G337300	KOG0580
ML3G337400	KOG0740
ML3G337500	KOG1198
ML3G337600	KOG0157
ML3G337800	KOG0156
ML3G338000	KOG0156
ML3G338400	KOG0198
ML3G338500	KOG1515
ML3G338600	KOG1515
ML3G338800	KOG1515
ML3G338900	KOG1515
ML3G339000	KOG1515
ML3G339200	KOG0014
ML3G339300	KOG0069
ML3G339400	KOG0014
ML3G339500	KOG4666
ML3G340100	KOG2325
ML3G340300	KOG0645
ML3G340400	KOG1337
ML3G340800	KOG0583
ML3G341100	KOG0583
ML3G341400	KOG0583
ML3G341600	KOG0583
ML3G341700	KOG4473
ML3G341800	KOG1582
ML3G342000	KOG2519
ML3G342200	KOG0820
ML3G342400	KOG3021
ML3G342500	KOG3021
ML3G342800	KOG4186
ML3G343600	KOG0686
ML3G343800	KOG0483
ML3G344400	KOG0048
ML3G344800	KOG1208
ML3G344900	KOG1208
ML3G345600	KOG1208
ML3G345700	KOG1208
ML3G345800	KOG1592
ML3G345900	KOG0089
ML3G346000	KOG1650
ML3G346100	KOG1700
ML3G346200	KOG3808
ML3G346600	KOG0048
ML3G346800	KOG2777
ML3G347700	KOG1735
ML3G349300	KOG0192
ML3G350300	KOG1192
ML3G350500	KOG1623
ML3G350900	KOG0143
ML3G351600	KOG1187
ML3G351700	KOG3309
ML3G351800	KOG1724
ML3G351900	KOG0223
ML3G352100	KOG2532
ML3G352200	KOG0157
ML3G352600	KOG4357
ML3G352700	KOG1252
ML3G352900	KOG0416
ML3G353100	KOG1347
ML3G353300	KOG1187
ML3G353600	KOG0039
ML3G353700	KOG0039
ML3G353900	KOG1187
ML3G354500	KOG0398
ML3G354800	KOG1603
ML3G355100	KOG0827
ML3G355200	KOG1187
ML3G355300	KOG1594
ML3G355800	KOG2949
ML3G356200	KOG1792
ML3G356300	KOG4809
ML3G356600	KOG4232
ML3G357000	KOG3165
ML3G357600	KOG3403
ML3G357700	KOG3403
ML3G358500	KOG1594
ML3G358600	KOG1068
ML3G359000	KOG0761
ML3G359300	KOG0761
ML3G359500	KOG2234
ML3G359600	KOG0589
ML3G359800	KOG0752
ML3G360400	KOG1192
ML3G360500	KOG1502
ML3G361200	KOG1813
ML3G361400	KOG1906
ML3G361800	KOG2751
ML3G361900	KOG1493
ML3G362000	KOG1493
ML3G362400	KOG4172
ML3G363200	KOG2381
ML3G363500	KOG3002
ML3G363600	KOG2374
ML3G363700	KOG1339
ML3G363900	KOG1823
ML3G366200	KOG3319
ML3G366300	KOG4711
ML3G366700	KOG2906
ML3G366800	KOG0028
ML3G366900	KOG0106
ML3G367300	KOG0087
ML3G367800	KOG0156
ML3G367900	KOG0003
ML3G368200	KOG0032
ML3G368700	KOG1315
ML3G368800	KOG0583
ML3G369100	KOG0123
ML3G369100	KOG0148
ML3G369500	KOG2079
ML4G000100	KOG0620
ML4G000400	KOG0667
ML4G000900	KOG2854
ML4G001000	KOG3078
ML4G001100	KOG1187
ML4G001300	KOG0508
ML4G001300	KOG4214
ML4G001300	KOG4412
ML4G001400	KOG1213
ML4G001500	KOG3170
ML4G001700	KOG1337
ML4G002000	KOG0390
ML4G002400	KOG1303
ML4G002500	KOG1303
ML4G002600	KOG4412
ML4G003000	KOG4172
ML4G003200	KOG4172
ML4G003300	KOG4172
ML4G003400	KOG4172
ML4G003500	KOG4172
ML4G003600	KOG3152
ML4G003700	KOG0098
ML4G003800	KOG0157
ML4G004000	KOG0131
ML4G004700	KOG1014
ML4G004800	KOG1677
ML4G005300	KOG3015
ML4G005400	KOG0390
ML4G005500	KOG0390
ML4G005600	KOG0390
ML4G006100	KOG0048
ML4G007400	KOG3022
ML4G007600	KOG0192
ML4G007700	KOG1990
ML4G007900	KOG2529
ML4G008100	KOG3038
ML4G008300	KOG0773
ML4G008400	KOG1192
ML4G009100	KOG3246
ML4G010200	KOG2712
ML4G010400	KOG4467
ML4G010700	KOG1947
ML4G011100	KOG0321
ML4G012400	KOG0716
ML4G012600	KOG1187
ML4G012800	KOG1752
ML4G012900	KOG1438
ML4G013000	KOG0048
ML4G013500	KOG0048
ML4G013600	KOG1336
ML4G013700	KOG1715
ML4G014000	KOG1502
ML4G014100	KOG4828
ML4G014800	KOG1578
ML4G015100	KOG1840
ML4G015200	KOG2249
ML4G015400	KOG0365
ML4G015500	KOG0069
ML4G015900	KOG0192
ML4G016000	KOG0884
ML4G016100	KOG1623
ML4G016200	KOG0483
ML4G017000	KOG2933
ML4G017200	KOG1192
ML4G017300	KOG1187
ML4G017900	KOG1187
ML4G018000	KOG0416
ML4G018100	KOG2520
ML4G018500	KOG4595
ML4G019000	KOG4646
ML4G019300	KOG2989
ML4G019600	KOG1990
ML4G019700	KOG3374
ML4G020100	KOG3374
ML4G020300	KOG3374
ML4G020400	KOG3374
ML4G020700	KOG1237
ML4G021100	KOG1332
ML4G021200	KOG2578
ML4G021900	KOG0565
ML4G022100	KOG1187
ML4G022600	KOG0048
ML4G022700	KOG1591
ML4G023000	KOG0799
ML4G023100	KOG0157
ML4G023600	KOG3980
ML4G023700	KOG3126
ML4G024800	KOG0274
ML4G024800	KOG0315
ML4G024800	KOG0316
ML4G024900	KOG4281
ML4G025400	KOG1604
ML4G025500	KOG1642
ML4G025700	KOG1187
ML4G025800	KOG0483
ML4G025900	KOG2824
ML4G026800	KOG1508
ML4G027000	KOG1320
ML4G027200	KOG1790
ML4G027400	KOG0048
ML4G028000	KOG0223
ML4G028100	KOG1303
ML4G028200	KOG1303
ML4G028900	KOG0048
ML4G029100	KOG1190
ML4G029200	KOG2190
ML4G029300	KOG0617
ML4G029900	KOG0053
ML4G030000	KOG1161
ML4G031000	KOG0583
ML4G031600	KOG2627
ML4G031700	KOG4178
ML4G031800	KOG0198
ML4G031900	KOG4178
ML4G032100	KOG4178
ML4G032200	KOG1187
ML4G032400	KOG0795
ML4G032900	KOG2198
ML4G033400	KOG2733
ML4G034500	KOG0838
ML4G034900	KOG2733
ML4G035200	KOG0838
ML4G035400	KOG2283
ML4G036900	KOG3411
ML4G037400	KOG0123
ML4G038200	KOG0471
ML4G038300	KOG3254
ML4G038600	KOG2344
ML4G039100	KOG1187
ML4G039300	KOG0116
ML4G039900	KOG4658
ML4G040600	KOG1454
ML4G040700	KOG1187
ML4G040900	KOG1187
ML4G041300	KOG1187
ML4G041400	KOG1187
ML4G041500	KOG0765
ML4G041700	KOG1187
ML4G042400	KOG1187
ML4G043100	KOG1187
ML4G043200	KOG1187
ML4G043400	KOG0765
ML4G044100	KOG0157
ML4G044400	KOG1052
ML4G044600	KOG0014
ML4G044700	KOG0014
ML4G044800	KOG1427
ML4G045000	KOG0406
ML4G045100	KOG0320
ML4G045200	KOG1776
ML4G045500	KOG1187
ML4G045900	KOG1552
ML4G046000	KOG1881
ML4G046100	KOG1305
ML4G046200	KOG1003
ML4G046700	KOG2007
ML4G047100	KOG1601
ML4G047200	KOG1187
ML4G047600	KOG0788
ML4G047800	KOG0186
ML4G048800	KOG1187
ML4G048900	KOG1515
ML4G048900	KOG4627
ML4G049200	KOG1778
ML4G049300	KOG0978
ML4G049400	KOG1619
ML4G049600	KOG3061
ML4G050000	KOG2966
ML4G050100	KOG3071
ML4G050200	KOG0823
ML4G050400	KOG2913
ML4G050600	KOG1187
ML4G050900	KOG1187
ML4G051000	KOG1187
ML4G051300	KOG1703
ML4G051400	KOG0773
ML4G051500	KOG1082
ML4G052100	KOG3017
ML4G053300	KOG0266
ML4G054100	KOG0082
ML4G054200	KOG0156
ML4G055400	KOG1454
ML4G055500	KOG4178
ML4G055600	KOG0156
ML4G055700	KOG1454
ML4G055700	KOG4178
ML4G055800	KOG4493
ML4G056300	KOG1792
ML4G056700	KOG0583
ML4G057200	KOG0546
ML4G057400	KOG0513
ML4G057500	KOG0235
ML4G057600	KOG0032
ML4G057800	KOG1014
ML4G058000	KOG2781
ML4G058600	KOG0198
ML4G059700	KOG1347
ML4G060200	KOG2548
ML4G060400	KOG2614
ML4G060600	KOG4205
ML4G060700	KOG4569
ML4G061000	KOG0198
ML4G061800	KOG1079
ML4G062300	KOG1021
ML4G062800	KOG0424
ML4G062900	KOG1187
ML4G063000	KOG0143
ML4G063300	KOG1476
ML4G063500	KOG1688
ML4G063600	KOG2283
ML4G063700	KOG2248
ML4G063800	KOG1947
ML4G063900	KOG0583
ML4G064000	KOG0656
ML4G064200	KOG3000
ML4G064300	KOG1187
ML4G064500	KOG0048
ML4G064600	KOG0202
ML4G064800	KOG1187
ML4G064900	KOG1187
ML4G065100	KOG0156
ML4G065200	KOG0156
ML4G065500	KOG1493
ML4G065900	KOG1021
ML4G066300	KOG1021
ML4G066500	KOG1021
ML4G066600	KOG4172
ML4G066700	KOG4172
ML4G066900	KOG1407
ML4G067000	KOG1454
ML4G067300	KOG0548
ML4G067400	KOG1454
ML4G067400	KOG4178
ML4G067800	KOG1591
ML4G068600	KOG1399
ML4G068700	KOG0270
ML4G068800	KOG2524
ML4G069200	KOG1778
ML4G069400	KOG1949
ML4G069600	KOG3126
ML4G069900	KOG1187
ML4G070000	KOG3401
ML4G070500	KOG0075
ML4G070800	KOG3389
ML4G070900	KOG2436
ML4G071200	KOG0748
ML4G071300	KOG4748
ML4G073200	KOG1459
ML4G073300	KOG1356
ML4G074200	KOG0410
ML4G074500	KOG0975
ML4G074700	KOG0483
ML4G074800	KOG3268
ML4G075400	KOG1187
ML4G075600	KOG1470
ML4G076400	KOG1187
ML4G076500	KOG1369
ML4G076600	KOG0316
ML4G077000	KOG1488
ML4G077300	KOG2817
ML4G077400	KOG1715
ML4G078500	KOG1187
ML4G078900	KOG0014
ML4G079200	KOG1030
ML4G079300	KOG0617
ML4G079500	KOG0048
ML4G079700	KOG0048
ML4G079900	KOG0048
ML4G080100	KOG0027
ML4G080300	KOG2855
ML4G080500	KOG1187
ML4G081000	KOG0223
ML4G081800	KOG2599
ML4G082000	KOG1603
ML4G082100	KOG3082
ML4G082200	KOG3002
ML4G082300	KOG3002
ML4G082500	KOG2722
ML4G082800	KOG0156
ML4G083000	KOG0048
ML4G083100	KOG0048
ML4G083200	KOG0157
ML4G083400	KOG1271
ML4G083900	KOG1187
ML4G084000	KOG3265
ML4G084300	KOG1347
ML4G084400	KOG1347
ML4G084500	KOG1347
ML4G084600	KOG3088
ML4G085600	KOG0211
ML4G085700	KOG1286
ML4G086000	KOG1187
ML4G086100	KOG1187
ML4G086300	KOG1187
ML4G086600	KOG1187
ML4G086700	KOG1990
ML4G086800	KOG0872
ML4G087100	KOG0254
ML4G087700	KOG3320
ML4G088000	KOG1455
ML4G088600	KOG0157
ML4G088800	KOG0011
ML4G089000	KOG4624
ML4G089100	KOG0841
ML4G089200	KOG1427
ML4G089400	KOG2289
ML4G090100	KOG0776
ML4G090200	KOG0776
ML4G090400	KOG1330
ML4G091000	KOG0635
ML4G091100	KOG4280
ML4G091300	KOG1987
ML4G091500	KOG0580
ML4G091900	KOG1379
ML4G092200	KOG2354
ML4G092400	KOG2142
ML4G092800	KOG0254
ML4G093200	KOG4214
ML4G093400	KOG0470
ML4G093500	KOG1187
ML4G093600	KOG0113
ML4G094000	KOG0157
ML4G094800	KOG1470
ML4G094900	KOG3381
ML4G095100	KOG1509
ML4G095300	KOG2793
ML4G095500	KOG0073
ML4G095800	KOG0254
ML4G095900	KOG1918
ML4G096100	KOG0725
ML4G096300	KOG4744
ML4G096800	KOG1187
ML4G096900	KOG1187
ML4G097300	KOG0513
ML4G097600	KOG1187
ML4G097700	KOG1187
ML4G098100	KOG1187
ML4G098200	KOG1187
ML4G098700	KOG1187
ML4G100800	KOG2502
ML4G101000	KOG1594
ML4G101100	KOG0810
ML4G101200	KOG2521
ML4G101400	KOG1356
ML4G101500	KOG1356
ML4G101700	KOG4666
ML4G101900	KOG1356
ML4G102000	KOG1356
ML4G102200	KOG1356
ML4G105800	KOG4683
ML4G106200	KOG0313
ML4G106300	KOG1525
ML4G107100	KOG1120
ML4G107500	KOG1471
ML4G107600	KOG1471
ML4G107700	KOG1427
ML4G107800	KOG1427
ML4G108500	KOG0583
ML4G108800	KOG0022
ML4G109200	KOG4658
ML4G109400	KOG1724
ML4G110000	KOG3010
ML4G110100	KOG1493
ML4G110200	KOG4720
ML4G110500	KOG1187
ML4G111000	KOG1303
ML4G111100	KOG0266
ML4G111200	KOG2495
ML4G111400	KOG1919
ML4G111700	KOG1427
ML4G111900	KOG0581
ML4G112000	KOG1289
ML4G112300	KOG1339
ML4G112400	KOG2683
ML4G112900	KOG0190
ML4G113200	KOG1339
ML4G113600	KOG1454
ML4G113900	KOG0470
ML4G114200	KOG3227
ML4G114600	KOG3202
ML4G115300	KOG1339
ML4G115400	KOG2767
ML4G115500	KOG1339
ML4G115600	KOG1339
ML4G117100	KOG3059
ML4G117200	KOG4172
ML4G117300	KOG0672
ML4G118000	KOG0061
ML4G118400	KOG1009
ML4G120500	KOG2240
ML4G120600	KOG0156
ML4G120800	KOG0156
ML4G121100	KOG4373
ML4G121300	KOG1361
ML4G122100	KOG0200
ML4G122500	KOG3362
ML4G123300	KOG1344
ML4G123400	KOG0061
ML4G123600	KOG0157
ML4G124100	KOG1950
ML4G124200	KOG3280
ML4G124400	KOG1187
ML4G125000	KOG0114
ML4G125100	KOG2309
ML4G125200	KOG1975
ML4G126200	KOG0028
ML4G126500	KOG1187
ML4G126700	KOG1187
ML4G127000	KOG1187
ML4G127300	KOG3869
ML4G127500	KOG1187
ML4G127700	KOG1187
ML4G128000	KOG1236
ML4G128900	KOG0617
ML4G129200	KOG0703
ML4G129500	KOG1187
ML4G130100	KOG1944
ML4G131200	KOG1208
ML4G131300	KOG2787
ML4G131400	KOG2971
ML4G131500	KOG1764
ML4G131800	KOG0472
ML4G132400	KOG0823
ML4G132500	KOG0910
ML4G132700	KOG0417
ML4G133300	KOG0316
ML4G133300	KOG0647
ML4G133300	KOG1332
ML4G133400	KOG0799
ML4G133700	KOG4837
ML4G133800	KOG1032
ML4G134700	KOG1176
ML4G134800	KOG1347
ML4G135100	KOG0472
ML4G135900	KOG4413
ML4G136200	KOG0975
ML4G136900	KOG2444
ML4G137200	KOG4412
ML4G137400	KOG1187
ML4G137800	KOG2213
ML4G137900	KOG0027
ML4G139300	KOG1187
ML4G139400	KOG0156
ML4G139500	KOG2764
ML4G139700	KOG2288
ML4G139900	KOG0157
ML4G140000	KOG4658
ML4G140100	KOG0548
ML4G140100	KOG0907
ML4G140200	KOG1187
ML4G140300	KOG3202
ML4G140500	KOG0417
ML4G140600	KOG0198
ML4G141200	KOG2502
ML4G141300	KOG3398
ML4G142400	KOG0439
ML4G142500	KOG1177
ML4G142600	KOG1656
ML4G142800	KOG3017
ML4G142900	KOG0853
ML4G143100	KOG1339
ML4G143500	KOG0254
ML4G143600	KOG1339
ML4G144300	KOG1559
ML4G144400	KOG1843
ML4G144500	KOG1187
ML4G145100	KOG3203
ML4G145600	KOG4180
ML4G146300	KOG1344
ML4G147400	KOG0198
ML4G147800	KOG0776
ML4G148600	KOG0157
ML4G148700	KOG1493
ML4G148800	KOG4223
ML4G148900	KOG0157
ML4G149000	KOG0157
ML4G149500	KOG0157
ML4G149600	KOG2679
ML4G149800	KOG4765
ML4G149900	KOG2521
ML4G150500	KOG0157
ML4G150600	KOG4287
ML4G150800	KOG2420
ML4G152200	KOG0143
ML4G152300	KOG0143
ML4G152400	KOG0143
ML4G153000	KOG1187
ML4G153200	KOG0406
ML4G153300	KOG1489
ML4G153600	KOG1441
ML4G153900	KOG1187
ML4G154200	KOG0406
ML4G155400	KOG0143
ML4G155600	KOG0406
ML4G155900	KOG0198
ML4G156000	KOG0700
ML4G156600	KOG1303
ML4G156700	KOG0029
ML4G156900	KOG1187
ML4G157100	KOG1443
ML4G157200	KOG3087
ML4G157400	KOG0157
ML4G157600	KOG1756
ML4G158000	KOG0098
ML4G158400	KOG0157
ML4G158500	KOG1603
ML4G159500	KOG1187
ML4G160900	KOG4660
ML4G161000	KOG4658
ML4G161700	KOG1575
ML4G161800	KOG1756
ML4G162000	KOG0157
ML4G162600	KOG3178
ML4G162900	KOG1187
ML4G163000	KOG1303
ML4G163100	KOG0107
ML4G163100	KOG0131
ML4G163100	KOG4206
ML4G163400	KOG1427
ML4G163600	KOG0552
ML4G164000	KOG1187
ML4G164200	KOG1470
ML4G164600	KOG0610
ML4G165000	KOG1187
ML4G165800	KOG2960
ML4G166400	KOG0305
ML4G166600	KOG2662
ML4G166700	KOG1454
ML4G167100	KOG0131
ML4G167200	KOG0472
ML4G168200	KOG0059
ML4G168400	KOG3117
ML4G168500	KOG1187
ML4G169000	KOG0242
ML4G169300	KOG2532
ML4G169900	KOG0393
ML4G170000	KOG1267
ML4G170200	KOG1211
ML4G170300	KOG2742
ML4G170500	KOG1187
ML4G170600	KOG0157
ML4G171700	KOG1339
ML4G172300	KOG3088
ML4G172700	KOG1339
ML4G172900	KOG0719
ML4G174300	KOG1570
ML4G174400	KOG2198
ML4G174600	KOG4628
ML4G175100	KOG0192
ML4G175200	KOG4248
ML4G175500	KOG0841
ML4G175600	KOG1603
ML4G175700	KOG2178
ML4G175800	KOG4467
ML4G176100	KOG3178
ML4G176900	KOG1339
ML4G177500	KOG2884
ML4G177600	KOG1530
ML4G177800	KOG4569
ML4G178200	KOG4660
ML4G178800	KOG4198
ML4G178900	KOG4176
ML4G179100	KOG1446
ML4G179600	KOG1635
ML4G179900	KOG3149
ML4G180200	KOG0830
ML4G180400	KOG2338
ML4G180500	KOG2338
ML4G181100	KOG3259
ML4G181600	KOG1279
ML4G181800	KOG0022
ML4G182800	KOG0251
ML4G183100	KOG3185
ML4G183200	KOG0846
ML4G183300	KOG3068
ML4G183700	KOG4282
ML4G184300	KOG4174
ML4G184400	KOG1052
ML4G184600	KOG1187
ML4G184800	KOG1863
ML4G185100	KOG4573
ML4G185300	KOG0595
ML4G185500	KOG0698
ML4G185600	KOG3276
ML4G185700	KOG3390
ML4G185800	KOG4308
ML4G187600	KOG1446
ML4G188900	KOG1187
ML4G189300	KOG1708
ML4G189500	KOG1756
ML4G189700	KOG1521
ML4G190200	KOG2357
ML4G190500	KOG2109
ML4G191100	KOG1950
ML4G191400	KOG3330
ML4G191500	KOG0001
ML4G191500	KOG0005
ML4G191600	KOG0001
ML4G191600	KOG0005
ML4G191700	KOG1770
